अंशकतः
अधोधः
अध्यक्षतः
अध्यवसायतः
अध्यात्मिकतः
अध्यापकतः
अध्यायतः
अध्यारोपतः
अध्यासतः
अध्याहारतः
अध्युदात्ततः
अध्वगतः
अध्वनीनतः
अध्वन्यतः
अध्वरगतः
अध्वरस्थतः
अध्वरीयितुम्
अध्वरीयित्वा
अध्वर्यितुम्
अध्वर्यित्वा
अध्वर्युतः
अनन्तरकालीनतः
अनन्यतः
अनर्थकतः
अनलतः
अनसूयकतः
अनितुम्
अनित्वा
अनिनिषितुम्
अनिनिषित्वा
अनिलतः
अनु
अनुकतः
अनुकारतः
अनुकीर्णतः
अनुकूलतः
अनुकृतितः
अनुक्रमतः
अनुक्षणम्
अनुगतः
अनुगतितः
अनुगमतः
अनुगवीनतः
अनुग्रहतः
अनुचरतः
अनुजतः
अनुज्येष्ठतः
अनुतापतः
अनुनयतः
अनुनासिकतः
अनुनीतितः
अनुपदतः
अनुपाततः
अनुपूर्वतः
अनुपूर्वशः
अनुप्रयोगतः
अनुप्रासतः
अनुबन्धतः
अनुबोधतः
अनुभवतः
अनुभावतः
अनुभूतितः
अनुभूतिस्वरूपाचार्यतः
अनुमतितः
अनुमापकतः
अनुमितितः
अनुयोगतः
अनुरथम्
अनुरागतः
अनुराधतः
अनुरूपतः
अनुरोधतः
अनुलोमतः
अनुवहतः
अनुवाकतः
अनुवादकतः
अनुवादतः
अनुवृत्तितः
अनुव्यवसायतः
अनुव्रततः
अनुशतिकतः
अनुशयतः
अनुशयानतः
अनुशोकतः
अनुषङ्गतः
अनुषङ्गिकतः
अनुष्वधम्
अनुसरतः
अनुसारकतः
अनुसारतः
अनुस्मृतितः
अनुस्वारतः
अनुह्रादतः
अनूपतः
अनेकधा
अनेकशः
अनेखार्थसङ्ग्रहतः
अन्तःस्थतः
अन्तकतः
अन्तकरतः
अन्ततः
अन्तमतः
अन्तर्
अन्तरयतः
अन्तरा
अन्तरायतः
अन्तरिक्षगतः
अन्तर्वेदि
अन्ति
अन्तिगृहतः
अन्तितरतः
अन्तिमतः
अन्त्यजतः
अन्त्यतः
अन्धकतः
अन्धकारतः
अन्धतः
अन्धयितुम्
अन्धयित्वा
अन्ध्रतः
अन्नमयतः
अन्नम्भट्टतः
अन्यतमतः
अन्यतरतः
अन्यतरतः
अन्यतः
अन्यत्र
अन्यथा
अन्यदा
अन्यमनस्कतः
अन्येद्युः
अन्योन्यतः
अन्वयतः
अन्वर्थतः
अन्वाचयतः
अन्वादेशकतः
अन्वादेशतः
अन्वाहार्यतः
अप
अपकर्षतः
अपकारतः
अपगरतः
अपगृहतः
अपग्रामतः
अपचारतः
अपदेशतः
अपनुत्तितः
अपपादतः
अपभ्रंशतः
अपमानतः
अपमुखतः
अपरशिखतः
अपरसपरतः
अपराधतः
अपरार्कयाज्ञवल्कीयधर्मशास्त्रनिबन्धतः
अपराह्णतः
अपवर्गतः
अपवादतः
अपवृक्तितः
अपव्रततः
अपशब्दतः
अपसदतः
अपसलवि
अपस्तम्बतः
अपस्मारतः
अपहारतः
अपह्नुतितः
अपाकरिष्णुतः
अपाङ्गतः
अपानतः
अपायतः
अपाश्रयतः
अपि
अपूर्ववत्
अपोहतः
अपौरुषेयतः
अप्ययतः
अप्सरायितुम्
अप्सरायित्वा
अप्सुयोनितः
अब्जतः
अब्दतः
अभावीयतः
अभि
अभिकतः
अभिगमतः
अभिगरतः
अभिगुप्ततः
अभिचारतः
अभिज्ञतः
अभितः
अभिद्रोहतः
अभिधर्मतः
अभिनन्दतः
अभिनन्दनतः
अभिनयतः
अभिनवतः
अभिनिवेशतः
अभिपूर्वम्
अभिप्रायतः
अभिप्लवतः
अभिभवतः
अभिभूतितः
अभिमन्युतः
अभिमर्दतः
अभिमातितः
अभिमानतः
अभिमारुतम्
अभिमुखतः
अभिरतितः
अभिरामतः
अभिरूपतः
अभिलाषतः
अभिवादतः
अभिविधितः
अभिव्यक्तितः
अभिव्यञ्जकतः
अभिव्याहारतः
अभिशापतः
अभिषेकतः
अभिसमयतः
अभिसम्बन्धतः
अभिहारतः
अभिहासतः
अभीकतः
अभीकतः
अभीक्ष्णतः
अभीक्ष्णशः
अभीतवत्
अभीत्ततः
अभीप्सुतः
अभ्यङ्गतः
अभ्यधिकतः
अभ्यन्तरतः
अभ्यात्मतः
अभ्याशतः
अभ्यासतः
अभ्युदयतः
अभ्युपगमतः
अभ्रायितुम्
अभ्रायित्वा
अभ्रावकाशिकतः
अभ्रिततः
अमनीभावतः
अमरकोषतः
अमरवत्
अमरुतः
अमर्षणतः
अमा
अमातृकतः
अमात्यतः
अमावास्यान्ततः
अमिताभतः
अमित्रखादतः
अमित्रयितुम्
अमित्रयित्वा
अमित्वा
अमीतुम्
अमीवतः
अमुकतः
अमुतः
अमुत्र
अमूर्तरजसतः
अम्बरीषतः
अम्बष्ठतः
अम्बुजतः
अम्लतः
अयःशूलिकतः
अयथामात्रम्
अयस्मयतः
अयोगवतः
अयोनिजतः
अरणितः
अरण्येतिलकतः
अरतः
अरत्नितः
अरविन्दतः
अरितः
अरित्रतः
अरिन्दमतः
अरिरिषितुम्
अरिरिषित्वा
अरुणतः
अरुतः
अरुन्तुदतः
अरुन्धतीदर्शनन्यायतः
अरुषतः
अरोग्यतः
अर्कतः
अर्गलतः
अर्गलिततः
अर्घतः
अर्चकतः
अर्चनतः
अर्चयितुम्
अर्चयित्वा
अर्चिचिषितुम्
अर्चिचिषित्वा
अर्चितुम्
अर्चित्वा
अर्च्य
अर्च्य
अर्जयितुम्
अर्जयित्वा
अर्जितुम्
अर्जित्वा
अर्जुनतः
अर्णतः
अर्णवतः
अर्तितः
अर्तुम्
अर्थतः
अर्थतः
अर्थफलभोगविरागतः
अर्थयितुम्
अर्थयित्वा
अर्थापयितुम्
अर्थापयित्वा
अर्दनतः
अर्दितुम्
अर्दित्वा
अर्धकुक्कुटीन्यायतः
अर्धतः
अर्धनारीश्वरतः
अर्धयितुम्
अर्धयित्वा
अर्धर्चतः
अर्धिकतः
अर्धितुम्
अर्धित्वा
अर्पयितुम्
अर्पयित्वा
अर्पितमनोबुद्धितः
अर्बुदतः
अर्भकतः
अर्भतः
अर्मतः
अर्वाक्कालिकतः
अर्वाचीनतः
अर्शसतः
अर्षितुम्
अर्षित्वा
अर्हणतः
अर्हतः
अर्हयितुम्
अर्हयित्वा
अर्हितुम्
अर्हित्वा
अलकतः
अलक्तकतः
अलक्ततः
अलङ्करिष्णुतः
अलङ्कारतः
अलब्धनिद्रतः
अलम्
अलम्बुषतः
अलिकतः
अलिन्दकतः
अलिन्दतः
अलीकतः
अल्पकतः
अल्पतः
अल्पविद्यतः
अल्पशः
अल्पान्मुक्ततः
अवकाशतः
अवक्षेपतः
अवगणतः
अवगाहतः
अवगाहितः
अवगीततः
अवग्रहतः
अवघाततः
अवचयतः
अवच्छेदकतः
अवच्छेदतः
अवटीटतः
अवतंसतः
अवतरतः
अवतारतः
अवधारतः
अवधीरणतः
अवधेः
अवनामतः
अवनितः
अवन्तकतः
अवपाततः
अवभृथतः
अवमतः
अवमन्यकतः
अवमर्शतः
अवमानतः
अवयवतः
अवयवशः
अवरजतः
अवरतः
अवरोधतः
अवरोहणतः
अवरोहतः
अवलम्बतः
अवलेपतः
अवलोकतः
अवलोकितेश्वरगुणकरण्डव्यूहतः
अवश्यायतः
अवः
अवसरतः
अवसर्गतः
अवसर्पतः
अवसलवि
अवसादतः
अवस्तात्
अवस्थितितः
अवहारतः
अवान्तरतः
अवायतः
अवितः
अवितुम्
अवित्वा
अविद्यमानवत्
अविद्यामयतः
अव्ययतः
अशनतः
अशनायितुम्
अशनायित्वा
अशनीयितुम्
अशनीयित्वा
अशितुम्
अशितुम्
अशित्वा
अशित्वा
अशिरस्कतः
अशीतितः
अशेषतः
अश्मकतः
अश्रतः
अश्रपतः
अश्रितः
अश्वकतः
अश्वतरतः
अश्वतः
अश्वत्थतः
अश्वदघ्नतः
अश्वलतः
अश्वसेनतः
अश्वस्यितुम्
अश्वस्यित्वा
अश्वायितुम्
अश्वायित्वा
अश्व्यतः
अष्टकतः
अष्टपादतः
अष्टमतः
अष्टितः
अष्टुम्
अष्ट्वा
असक्तितः
असत्यसन्धतः
असहतः
असिततः
असितुम्
असितुम्
असित्वा
असुतः
असुतृपतः
असुरतः
असुर्यतः
असूयतः
असूयितुम्
असूयित्वा
अस्तमयतः
अस्त्वा
अस्मदीयतः
अस्रपतः
अहङ्कारतः
अहितुण्डिकतः
अहिर्बुध्न्यतः
अहिवत्
अहो
आकरतः
आकर्णतः
आकर्णमूलम्
आकर्णयितुम्
आकर्णयित्वा
आकर्षकतः
आकर्षतः
आकाङ्क्षतः
आकारकतः
आकारतः
आकारतः
आकाशजतः
आकुञ्चिततः
आकुलतः
आकुलयितुम्
आकुलयित्वा
आकृतितः
आक्रोशतः
आक्षेपतः
आखरतः
आखाडतः
आखुतः
आख्यातितः
आख्यायिकतः
आगतितः
आगन्तुतः
आगमतः
आगस्कृततः
आगामिकतः
आग्निकतः
आग्निमारुततः
आग्निवारुणतः
आग्निष्टोमिकतः
आग्नीध्रतः
आग्नेयतः
आग्रयणतः
आघाततः
आघृणितः
आघ्रतः
आङ्गविद्यतः
आङ्गिकतः
आङ्गिरसतः
आङ्गीरसतः
आचन्द्रतारकम्
आचन्द्रम्
आचन्द्रार्कक्षिति
आचयतः
आचारतः
आचार्यतः
आच्छादकतः
आच्छादतः
आजतः
आजन्म
आजरसम्
आजातितः
आजानिकतः
आजानु
आजानेयतः
आजीवतः
आजीवान्तम्
आजीविकतः
आज्ञप्तितः
आञ्जनेयतः
आटुतः
आटोपतः
आडम्बरतः
आढकतः
आढ्यतः
आणवतः
आतङ्कतः
आतपतः
आतानतः
आतिथेयतः
आतिथ्यतः
आतुरतः
आतृप्यतः
आत्मकतः
आत्मजतः
आत्मतत्त्वविवेकदीधितितः
आत्मनाद्वितीयतः
आत्मन्यतः
आत्मप्रभतः
आत्मवत्
आत्मीयतः
आत्रेयतः
आदघ्नतः
आदयितुम्
आदयित्वा
आदरतः
आदर्शतः
आदिकतः
आदिग्धतः
आदित्यतः
आदीर्घतः
आदृष्टितः
आदेशकतः
आदेशतः
आद्यतः
आद्यन्तवत्
आद्वादशम्
आधारतः
आधितः
आधिदैविकतः
आधिभौतिकतः
आधुनिकतः
आधृष्टितः
आध्यात्मिकतः
आध्वरिकतः
आनकतः
आनडुहतः
आनतः
आनन्त्यतः
आनन्दतः
आनन्दमयतः
आनयितुम्
आनयित्वा
आनर्ततः
आनिलतः
आनीलतः
आनुषक्
आनृशंस्यतः
आन्तरतः
आन्तरिक्षतः
आन्दोलतः
आन्दोलयितुम्
आन्दोलयित्वा
आन्ध्रतः
आन्वीक्षकतः
आपणतः
आपतः
आपत्तितः
आपयितुम्
आपयित्वा
आपस्तम्बतः
आपाततः
आपितः
आपीडतः
आपीततः
आप्तदक्षिणतः
आप्तितः
आप्तुम्
आप्त्यतः
आप्त्वा
आप्यतः
आप्रवासतः
आबिलतः
आब्दिकतः
आभाणकतः
आभातितः
आभाषतः
आभासतः
आभास्वरतः
आभिषेकतः
आभीक्ष्णतः
आभीरतः
आभोगतः
आभोगतः
आभ्यन्तरतः
आभ्युदयिकतः
आमतः
आमयतः
आमयितुम्
आमयित्नुतः
आमयित्वा
आमर्दकतः
आमर्दतः
आमर्शतः
आमलकतः
आमावास्यतः
आमित्रतः
आमुक्ततः
आमूलम्
आमोदतः
आम्नायतः
आम्रतः
आम्रेडतः
आम्लतः
आयनतः
आयमतः
आयसतः
आयामतः
आयासतः
आयुःष्टोमतः
आयुक्तकतः
आयुतः
आयुधिकतः
आयुधीयतः
आयुर्दतः
आयुष्यतः
आयोगवतः
आयोध्यिकतः
आरग्वधतः
आरण्यकतः
आरण्यतः
आरतः
आरभटतः
आरम्भतः
आरात्
आराधनतः
आरामतः
आरुणेयतः
आरोपतः
आरोहतः
आर्जवतः
आर्जीकतः
आर्तवतः
आर्तितः
आर्थतः
आर्द्रतः
आर्धधातुकतः
आर्भवतः
आर्यकतः
आर्यभटीयतः
आर्षतः
आर्षेयतः
आलम्बतः
आलम्भतः
आलयतः
आलापतः
आलुतः
आलोकतः
आलोहिततः
आवन्तकतः
आवन्ततः
आवन्त्यतः
आवयितुम्
आवयित्वा
आवरणतः
आवर्तकतः
आवर्ततः
आवर्तनतः
आवलितः
आवश्यकतः
आवसतितः
आवसथतः
आवसथ्यतः
आवहतः
आवापतः
आवारतः
आवासतः
आवाहतः
आविकतः
आविलतः
आविलयितुम्
आविलयित्वा
आविष्कारतः
आविष्कृततः
आविः
आवुत्ततः
आवृत्तितः
आवृष्टितः
आवेगतः
आवेशतः
आशंसतः
आशतः
आशतः
आशयतः
आशयितुम्
आशयित्वा
आशास्तितः
आशिनतः
आशु
आशुगतः
आशुतः
आश्चर्यतः
आश्यामलतः
आश्रमतः
आश्रमवासिकतः
आश्रयतः
आश्रवतः
आश्लेषतः
आश्वतः
आश्वपततः
आश्वमेधिकतः
आश्वयुजतः
आश्वलायनतः
आश्विनतः
आषाढतः
आसंसारम्
आसक्तितः
आसङ्गतः
आसतः
आसत्तितः
आसन्नतरतः
आसम्
आसमुद्रम्
आसयितुम्
आसयितुम्
आसयित्वा
आसयित्वा
आसवतः
आसारतः
आसितुम्
आसित्वा
आसिधारतः
आसुरतः
आस्तिकतः
आस्रवतः
आस्रावतः
आस्वादतः
आहतितः
आहरतः
आहवतः
आहवतः
आहारतः
आहितुण्डिकतः
आहुकतः
आहुतितः
आहो
आहोस्वित्
आह्निकतः
आह्लादकतः
आह्लादतः
आह्वरकतः
इकारतः
इक्षुतः
इक्षुवाहणतः
इक्ष्वाकुतः
इङ्गतः
इङ्गयितुम्
इङ्गयित्वा
इङ्गित्वा
इङ्गुदतः
इडतः
इतरत्र
इतरेतरतः
इतरेतराश्रयदोषतः
इतः
इति
इतिह
इतिहासतः
इत्थम्
इत्था
इत्यादि
इत्वा
इदानीम्
इद्ध्वा
इध्मतः
इनतः
इन्त्वा
इन्दितुम्
इन्दित्वा
इन्दीवरतः
इन्दुतः
इन्द्रगोपकतः
इन्द्रतः
इन्द्रसेनतः
इन्द्रावरुणतः
इन्द्रियतः
इन्धकतः
इन्धतः
इन्धितुम्
इन्वितुम्
इन्वित्वा
इभतः
इरस्यितुम्
इरस्यित्वा
इलयितुम्
इलयित्वा
इल्त्वा
इल्वलतः
इव
इषतः
इषयितुम्
इषयितुम्
इषयित्वा
इषयित्वा
इषुतः
इषुध्यितुम्
इषुध्यित्वा
इष्टितः
इष्टितः
इष्ट्वा
इष्ट्वा
इष्वासतः
इह
ईकारतः
ईक्षकतः
ईक्षणिकतः
ईक्षणीकतः
ईक्षतः
ईक्षितुम्
ईक्षित्वा
ईङ्खयितुम्
ईङ्खयित्वा
ईङ्खितुम्
ईङ्खित्वा
ईडितुम्
ईडित्वा
ईदृक्षतः
ईदृशतः
ईप्सिततमतः
ईप्सितुम्
ईप्सित्वा
ईप्सुतः
ईरजतः
ईरतः
ईरयितुम्
ईरयित्वा
ईरितुम्
ईरित्वा
ईर्षितुम्
ईर्षित्वा
ईशतः
ईशानतः
ईशितुम्
ईशित्वा
ईश्वरतः
ईश्वराधीनतः
ईषत्
ईषितुम्
ईषित्वा
ईहतः
ईहितुम्
ईहित्वा
उकारतः
उक्तितः
उक्त्वा
उक्षितुम्
उक्षित्वा
उखतः
उग्रतमतः
उग्रतरतः
उग्रतः
उग्रसेनतः
उचितुम्
उच्चण्डतः
उच्चतः
उच्चयतः
उच्चाटनतः
उच्चायतः
उच्चारतः
उच्चावचतः
उच्छेदतः
उच्छेषतः
उच्छोषणतः
उच्छ्वासतः
उज्ज्वलतः
उज्झितुम्
उज्झित्वा
उञ्छतः
उञ्छनकतः
उञ्छितुम्
उञ्छित्वा
उडुपतः
उडुम्बरतः
उडुलोमतः
उत
उतथ्यतः
उत्कचतः
उत्कटतः
उत्कण्ठकतः
उत्कण्ठतः
उत्कण्ठयितुम्
उत्कण्ठयित्वा
उत्कण्ठितुम्
उत्कण्ठित्वा
उत्कतः
उत्कयितुम्
उत्कयित्वा
उत्कर्णतः
उत्कर्षतः
उत्कलतः
उत्कुलतः
उत्कोचकतः
उत्कोचतः
उत्क्रमतः
उत्क्षेपतः
उत्तङ्कतः
उत्तमतः
उत्तरतः
उत्तरपुरस्तात्
उत्तरलोमतः
उत्तरार्ध्यतः
उत्तरोत्तरतः
उत्तानतः
उत्तारणतः
उत्तारतः
उत्तुङ्गतः
उत्त्वा
उत्पत्तितः
उत्पश्यतः
उत्पाटतः
उत्पादकतः
उत्पादतः
उत्पिबतः
उत्फुल्लतः
उत्वा
उत्सङ्गतः
उत्सतः
उत्सर्गतः
उत्सर्पतः
उत्सवतः
उत्साहतः
उत्सुकतः
उत्सूरतः
उत्सेकतः
उत्स्वनतः
उदकीयितुम्
उदकीयित्वा
उदक्यतः
उदग्दशतः
उदग्रतः
उदन्तकतः
उदन्ततः
उदन्त्यतः
उदन्यितुम्
उदन्यित्वा
उदयतः
उदयनतः
उदात्ततः
उदानतः
उदायतः
उदारकतः
उदारतः
उदावसुतः
उदासतः
उदाहारतः
उदित्वा
उदीच्यतः
उदीर्णतः
उदुम्बरतः
उदुम्बलतः
उदेजयतः
उद्गतितः
उद्गमतः
उद्गारतः
उद्गीतितः
उद्गीथतः
उद्घाटकतः
उद्घाटतः
उद्घाटनतः
उद्घाततः
उद्दण्डतः
उद्दान्ततः
उद्दालकतः
उद्दीपनतः
उद्देशकतः
उद्देशतः
उद्देशतः
उद्द्योततः
उद्धमतः
उद्धयतः
उद्धर्षतः
उद्धवतः
उद्धारतः
उद्बाष्पतः
उद्बाहुकतः
उद्भटतः
उद्भवतः
उद्भिज्जतः
उद्यमतः
उद्योगतः
उद्रतः
उद्रेकतः
उद्वहतः
उद्वापतः
उद्वाहतः
उद्वेगतः
उन्त्त्वा
उन्दितुम्
उन्नतितः
उन्नयतः
उन्निद्रतः
उन्मदतः
उन्मनस्कतः
उन्मनायितुम्
उन्मनायित्वा
उन्मादतः
उन्मार्गतः
उन्मेषतः
उपकक्षतः
उपकक्षदघ्नतः
उपकारकतः
उपकारतः
उपकृतितः
उपक्रमतः
उपगणतः
उपगमतः
उपगुतः
उपग्रहतः
उपघुष्टतः
उपचारतः
उपजातितः
उपजीवकतः
उपत्यतः
उपदेवकतः
उपदेवतः
उपदेशतः
उपद्रवतः
उपनन्दतः
उपनयतः
उपनायतः
उपनाहतः
उपनिपाततः
उपन्यासतः
उपपत्तितः
उपपादकतः
उपपादतः
उपपादनतः
उपपादुकतः
उपप्लवतः
उपभोगतः
उपमतः
उपमध्यमीयतः
उपमन्युतः
उपमितितः
उपयोगतः
उपरतः
उपरतितः
उपरमतः
उपरि
उपरिष्टात्
उपरिष्ठतः
उपरोधतः
उपलतः
उपलब्धितः
उपलम्भकतः
उपलम्भतः
उपवासतः
उपवेदतः
उपवेशतः
उपव्याघ्रतः
उपशमतः
उपशान्तितः
उपश्रुतितः
उपसंहारतः
उपसंहृतितः
उपसङ्ग्रहतः
उपसमस्ततः
उपसर्गतः
उपसर्जनतः
उपसुन्दतः
उपस्करतः
उपस्थतः
उपस्थदघ्नतः
उपस्थापकतः
उपस्थितितः
उपहवतः
उपहासतः
उपांशु
उपांशुतः
उपागमतः
उपाग्नि
उपात्ययतः
उपाध्यायतः
उपान्ततः
उपायतः
उपायतः
उपारतः
उपालम्भतः
उपाश्रयतः
उपासकतः
उपेन्द्रतः
उपोद्घाततः
उप्त्वा
उप्त्वा
उब्ध्वा
उभतः
उभयतः
उभयथा
उभया
उम्भितुम्
उम्भित्वा
उरगतः
उरसिलोमतः
उरस्यतः
उरस्यितुम्
उरस्यित्वा
उरी
उरु
उरुगायतः
उरुतः
उरुष्ट्वा
उरूणसतः
उरोषितुम्
उर्वारुतः
उलपतः
उलूकतः
उलूपतः
उल्बणतः
उल्लासतः
उवटतः
उषस्यितुम्
उषस्यित्वा
उषित्वा
उषित्वा
उष्ट्रतः
उष्ट्वा
उष्ट्वा
उष्ट्वा
उष्णकतः
उष्णगतः
उष्णतः
उस्रतः
ऊकारतः
ऊढ्वा
ऊढ्वा
ऊतितः
ऊत्वा
ऊनतः
ऊरुतः
ऊरुदघ्नतः
ऊर्जतः
ऊर्जयितुम्
ऊर्जयित्वा
ऊर्जस्वलतः
ऊर्णनाभतः
ऊर्णायुतः
ऊर्ध्वतः
ऊर्मितः
ऊर्म्यतः
ऊर्वतः
ऊषतः
ऊषरतः
ऊष्मायितुम्
ऊष्मायित्वा
ऊहतः
ऊहिकतः
ऊहितुम्
ऊहित्वा
ऋकारतः
ऋक्षतः
ऋचीकतः
ऋजुतः
ऋणतः
ऋतम्भरतः
ऋतम्भरप्रज्ञतः
ऋतुतः
ऋते
ऋत्वा
ऋद्धितः
ऋद्ध्वा
ऋभुतः
ऋश्यतः
ऋषभतः
ऋष्टितः
ऋष्यतः
ऋष्वतः
ॠकारतः
ऌकारतः
एककतः
एकजातीयतः
एकततः
एकतमतः
एकतः
एकत्र
एकदंष्ट्रतः
एकदा
एकधा
एकपत्नीकतः
एकपरि
एकरूपतः
एकर्चतः
एकवत्
एकवत्भावतः
एकादशतः
एकादशरुद्रतः
एकारतः
एकार्थीभावतः
एकैकतः
एकैकशः
एजयितुम्
एजयित्वा
एजितुम्
एजित्वा
एडतः
एणतः
एतत्
एतदर्थम्
एतर्हि
एतादृशतः
एतावत्
एतुम्
एधतः
एधयितुम्
एधयित्वा
एधितुम्
एधित्वा
एना
एनितुम्
एमुषतः
एमूषतः
एरण्डतः
एलयितुम्
एलयित्वा
एलितुम्
एव
एवंयुक्तम्
एवंविधतः
एवम्
एषणतः
एषतः
एषितुम्
एषितुम्
एषित्वा
एषित्वा
एष्टुम्
एहतः
ऐकमत्यतः
ऐकान्तिकतः
ऐकारतः
ऐक्ष्वाकतः
ऐक्ष्वाकुतः
ऐणतः
ऐणेयतः
ऐतरेयतः
ऐतिहासिकतः
ऐन्द्रतः
ऐन्द्राबार्हस्पत्यतः
ऐरावततः
ऐशतः
ऐश्वरतः
ओकतः
ओकारतः
ओघतः
ओङ्कारतः
ओचित्वा
ओजिष्ठतः
ओड्रतः
ओत्सूर्यम्
ओदनतः
ओपशतः
ओम्
ओषतः
ओषितुम्
ओष्ठतः
ओष्ठ्यतः
ओष्णतः
औकारतः
औक्थिकतः
औघतः
औत्तरतः
औत्तरपथिकतः
औत्पत्तिकतः
औत्सतः
औदरिकतः
औदीच्यतः
औदुम्बरतः
औद्देशिकतः
औपगवतः
औपदेशिकतः
औपनिषदतः
औपासनतः
औरसतः
और्ध्वदेहतः
और्ध्वदेहिकतः
और्वतः
औशीनरतः
औषधतः
औषधितः
औष्ट्रकतः
कंसतः
ककारतः
ककुत्स्थतः
ककुदतः
कक्कोलतः
कक्षतः
कक्ष्यतः
कङ्कणतः
कङ्कततः
कङ्कतः
कङ्कयतः
कङ्कालतः
कङ्कोलतः
कचतः
कच्चित्
कच्छतः
कच्छपतः
कञ्चुकतः
कञ्चुकिनितः
कञ्चुकीयतः
कञ्जतः
कटकतः
कटतः
कटहतः
कटितः
कटुकतः
कटुतः
कठतः
कठिनतः
कडम्बतः
कडारतः
कणतः
कणादतः
कणाभक्षतः
कण्टकतः
कण्टकारतः
कण्टकिततः
कण्टतः
कण्ठतः
कण्ठदघ्नतः
कण्ठस्थतः
कण्ठेकालतः
कण्ठोष्ठ्यतः
कण्ठ्यतः
कण्डयितुम्
कण्डयित्वा
कण्डुतः
कण्डूतितः
कण्डूयितुम्
कण्डूयित्वा
कण्वतमतः
कण्वतः
कण्वायितुम्
कण्वायित्वा
कतकतः
कतिपयतः
कत्थितुम्
कत्थित्वा
कथकतः
कथम्
कथयितुम्
कथयित्वा
कथासरित्सागरतः
कदम्बतः
कदरतः
कदर्थतः
कदर्थयितुम्
कदर्थयित्वा
कदर्यतः
कदलतः
कदलीगर्भतः
