पश्यत+
य॒यिना
री॑रमत्
पर्या॒विवृ॑त्सन्
पृश्निः
नील॑पृष्ठाः
आसु॒तिम्
आघृ॑णिः
इषि॒तम्
प्रभू॑तौ
अच॑रम्
घृ॒ते
ऋभु॒मन्त॑म्
श॒तशा॑रदेन
रिप्रवा॒हः
सु॑पला॒शे
स॒सन्तु
अर्भ॑गाय
अ॒न्यत्र+
आ॑साम्
जू॑जु॒वान्
ति॑ष्ठिपत्
शूशुवे
आयु॑धैः
सोम॒पाव्ने
अ॑साक्षि
क्षय॑न्तम्
अदृ॑श्रम्
प॒णेः
व॑न्वन्तु
मधुपौ
ज॒विनी॑भिः
व॒युना॑नि
पत॒त्रिणः
कृ॑णुहि
पु॒ष्टौ
पु॑रु॒भूत॑मा
उ॑द॒न्यवः
स॑मर्य॒राज्ये
छन्दुः
अकानिषम्
यज॑ध्व
शश्व॑च्छश्वत्
यम॑म्
साय॑कम्
इ॒यध्यै
सु॑मि॒त्रेभिः
वृ॒ष्टिम्
दर्श्या
प्रमिन॒ती
मद्या॑य
हृ॒त्सु
ददृ॑शे
अभिदि॒प्सुः
रोचते
म॑मत्तु
प्र॒शास॑नम्
महय+
बु॑बुधा॒नाः
म॑रुद्वृधे
ते॑पा॒नः
नि॒धायि
संतस्था॒ने
व्यो॑म
उ॒दृचि
ई॒ळा
चि॑नोति
या॑मयन्ति
दे॑वीः
प्रीणा॒नः
आ॑हा॒वान्
नव्य॑सीम्
ऋ॒जिश्व॑नि
वि॒दः
उ॒क्षन्ते
क॑ति॒धा
तूतु॑जिः
काम॑म्
दे॒वत॑या
व॑र्धति
अप॑श्रितः
गम्भी॒रेण
अचु॑क्रुधत्
शवसिन्
वि॒दन्त
उत्त॒माय्य॑म्
ज॒राम्
अत्रि॑भ्यः
नि॑नि॒त्सुः
नाभि॑म्
शिश्नथः
अश्व॑योः
मि॒त्रावरु॑णवन्तौ
वसू॑नाम्
हू॒तः
सुखा॒दये
रू॒पंरू॑पम्
कीलाल॒पे
क्षये॑षु
सु॒रत्ना॑सः
सो॒म्येन
कारि॑षत्
अरु॒णप्स॑वः
तेषु
रि॒पुः
हवा॑महे
स॑वितर्
आ॒हव॑नानि
सु॒क्रतू
अगुः
अज्ञा॑तेषु
षट्त्रिं॒शान्
हृ॒दे
दस्यन्ति
श्री॒तः
क्षेमे॑भिः
अ॑युक्षत
सुनी॑तिः
अस्पृ॑तम्
पती
प्र॒चाक॑शत्
इ॒छन्ति
पपु॑रि
दक्षि॑णाः
पुरु॒तम॑म्
म॒हिन्त॑माय
जग्रसा॒नाः
धा॑वति
वह॑द्भ्यः
यु॒ञ्जे
भिनत्
द्यवि
एता॑न्
शर्धः
नपा॑तम्
पव्य॑या
सु॒भोज॑सम्
दर्शथः
द्वौ
वोचेयम्
सु॒दंस॑सम्
अप्र॑थयन्
आप
पर्श॑वः
प्रतिलो॒भय॑न्ती
याचन्ते
उप॒दृक्
ध॑त्ताम्
ऋ॑भु॒क्षण॑म्
अ॑स्ति
दानु॑मत्
य॒माः
शिक्षन्ति
द॒धन॑त्
धू॒मके॑तुः
अंशु॒मत्याः
अ॑वतम्
द्यौ॑त्
स॒त्राचः
भर॑त्
सु॑गे॒वृधः
सुनोतु
अ॑व॒चाक॑शत्
सु॑दिन॒त्वे
क्षि॒प्रध॑न्वा
पिपेष
अबूबुधत्
वस॑वः
पुण्य॑गन्धाः
क्रतौ
हिरु॑क्
निन्यथुः
किमी॒दिना
भू॒तांशः
अनु॑ष्टुतिः
दिदी॒हि
अमू॑राः
ई॑रिरे
ययोः
अकृ॑त
आ॑शुषा॒णासः
द॑धातन
इन्धा॑नासः
निखा॑तम्
शयाते
हवी॑मनि
अ॑व॒तान्
मा॒याभिः
प॒शौ
ऋजू॒यवः
प॒त्तः
भृ॒ष्टिः
सोम॑सुतिम्
वस्य॑सा
पर्शौ
भु॒जाम्
वृथ॑क्
दृ॒षद॑म्
जीवशं॒से
विजा॑मातुः
अ॒स्यै
ज्योति॑षः
चिके॑तत्
क्रतुः
पु॑ना॒नाय
सं॑जग्मा॒नासु
मर्तः
भू॒ताना॑म्
तोशसे
अर॑ममाणः
रे॒भे
स्वस्रा॑म्
मत॑स्नाभ्याम्
भरा॑मि
अम॑वत्सु
अमत्त
प्रि॒येण
विभानो
दश॑तयः
लो॒कम्
प्र॒शिष॑म्
सद॑सि
क्षमेत
वृ॑त्र॒घ्नी
प्र॒त्नात्
भृ॒तिम्
पिब॑त
एता॒दृक्
ईङ्खय
बुबो॑धथ
स॒स्यदः
अ॑तित॒स्थौ
अय॒ज्ञान्
अ॒स्मभ्य॑म्
दधसे
श्वा॒न्तम्
श॒तारि॑त्राम्
द्रोणे॑षु
होम॑नि
त॑त्निरे
शं॑सामः
दधी॒चे
शूर॑पत्नीः
च॒रायै
म॒रायु
यज॑ध्यै
उ॒च्चाच॑क्रम्
इळ॑या
सुवि॒तः
व॑ने॒षाट्
म॑रन्ति
अ॑मित्रहन्
वन॒स्पती॑नाम्
रोध॑ना
जुह्वा॑नाः
पत्सु॒तः
जी॑यते
अधि॒तिष्ठ॑थः
ऋ॑दू॒पे
दु॒ग्धः
च॑रेत्
विपन्यवः
प्रति॑रूपः
भरा॑म
ग्रा॒भम्
स्र॒वतः
अ॑पी॒च्ये॑न
पृ॒ञ्चते
दा॒ता
ईशि॑रे
पान्ता
उद॒कात्
यत॑यः
कृत्तिः
परा॑हता
देव॒युः
विव्यचुः
म॑न्द
अर्ष+
सु॑रु॒क्मे
उ॒षसि
सा॑कं॒युजा
तनूनपात्
मर्त्य॒त्रा
स्वप॒त्यै
सु॒हस्त्यः
अनु॑धूपितासः
सूरा॑त्
अरु॑षीः
त्रैष्टु॑भेन
भ॑क्षत्
अर्व॑त्सु
अगस्त्य
पु॒ष्टीः
दीदयः
घृ॒तासु॑ती
अमित्र॒हा
स्तूयसे
आभो॒गम्
दस्रौ
अंसा॑भ्याम्
मंहते
स्व॒दय॑न्ति
आ॒दृत्य+
जा॒मीन्
तरामसि
अर॑क्षत्
ज॑ज्ञा॒नम्
स्वादो
अ॒घाश्वा॑य
जा॒याम्
अदु॑र्मङ्गलीः
वृष्ण्या॑वान्
वारे
नय॑न्तीः
सु॒चेत॑सम्
शेवृ॑धः
तवि॒षः
प्रय॒म्यमा॑नान्
मद्यः
अश॒त्रुः
रणकृत्
पुरंद॒रस्य
अर्व॑न्तः
ऋ॑जी॒षिणः
परि॒क्षितोः
उ॑रुज्रयः
तन्वते
दिधि॒षोः
व॒र्धय+
जि॒ग्युषे
दीद्य॑तम्
अ॒भिव॑यसः
स॑हुरे
व्यचि॑ष्ठम्
संविव्या॒नः
सु॒कृता॑म्
ओजा॒यमा॑नम्
प॑रि॒स्पृधः
सोमा॑रुद्रौ
ब्रह्म॑संशिते
स्वय॑शसे
सादन॒स्पृशः
तुवि॒ग्रये
वि॒श्वहा
असेधः
विव्याच+
हस्ता
उद्य॑तम्
स॒प्तमा॑नुषः
सा॒ता
साधथः
र॒थीत॑मः
सूनृतावति
क॒विम्
अतृ॒पासः
तिष्ठा॑त्
अप्न॑सः
रा॒याम्
तृषा॒णा
आ॑यती॒नाम्
भेष॒जस्य
दू॒तः
मृ॑क्षः
आतस्थि॒वांस॑म्
पृत॑नानाम्
वयो॑भिः
व॑म्र॒कः
तुञ्जा॑नः
पर्ष+
वी॒रप॑त्नी
तु॒र्वशे
अरो॑चथाः
स॒तीः
सु॒पेश॑सम्
तु॑र॒स्पेये
या॒तय॑न्
अ॑सत्
ध्रज॑सा
आनंश
सम॒र्ये
शुचि॑बन्धुः
प॒ज्रा
इषु॑बलाः
पर॒स्पा
ध॒नय॑न्
उदृ॒षन्
पाशाः
नेम॑म्
ति॒सृभ्यः
जुषेरत
नीयते
द्वि॒पदा॑म्
स॑सूव
हस्ते
य॒जथा॑य
तन॑याय
आपा॑न्तमन्युः
सुक्ष॒त्रासः
स॑हस्रा॒क्षः
त्मन्या
मन्द॑तु
शत्रु॑म्
हस्त॑वन्तम्
सोमे॑न
रोहयत्
वि॒वर्त॑नम्
श्रि॒तम्
ज॑ज्ञा॒नाः
उरु॒ष्य
मृशामसि
अ॒न्यरू॑पाः
वि॒चक्षा॑णः
सम्पि॒णक्
भ॑जानि
मि॑मि॒क्ष्व+
रेज॑माने
अस्वा॑पयत्
प्सर॑से
अ॒क्षरे॑ण
शिक्ष
क्षय॑थः
अ॒ज्यमा॑ना
महि॒म्नः
वि॒श्वायुः
चरत्
सि॑ञ्चम्
स्कृण्वन्ति
दी॒र्घश्र॑वसे
अरि॑ष्टाभिः
स॒प्तथी
यक्ष॒भृत्
वस्तोः
रन्
इर॒स्यसि
श्व॒घ्नी
खा॒दिनः
सुवि॒दत्र॑म्
अ॒भिद्यु॑भिः
बस्रि
वि॒श्वरू॑पम्
प्रजज्ञि॒वान्
मुखे
श्रेष्ठ॑म्
मा॒दये॑थाम्
इन्द्रा॑वरुणौ
प्र॒धयः
कामे
स॒हस्र॑पाथाः
च॒न्द्रेण
चि॒त्तिभिः
रा॑रन्त
वसति
काणे
अति॑ष्ठत्
शुश्रू॑षमाणः
चच॒रा
ज॒वेन
दुः
या॒त्याः
सा॑ध्व॒र्याः
अ॑न्तरिक्ष॒प्राम्
द॑श॒स्यन्तः
यु॒वेथे
अपाविषुः
य॑याति॒वत्
उदि॑तिम्
सुप्र॒जाव॑तीम्
अ॑पी॒च्यः
वृत्र॒हन्त॑मा
हनि॒ष्यन्
अन्न॑कामाय
चि॒त्रश्र॑वस्तमम्
मारु॑त
चर॑न्तीः
अ॒न्यत्
एनः
दस्यु॒हत्या॑य
च॑रामि
अ॒जुर॑म्
असु॑रा
असु॑राः
आदे॑वासः
क्र॒व्यादः
सेधतु
घस॑त्
विभ्वत॒ष्टम्
संहि॑ता
चर्म॑णी
समा॑शिराम्
वि॒भुभिः
बर्हि॒षद॑म्
शु॒क्रस॑द्मनाम्
प॒वा
नेशत्
पिन्विरे
सु॑प॒र्ण्यः
तपि॑ष्ठेन
य॒तुन॑स्य
ईशा॒नाय
तुविजा॒ताः
जुषा॒णः
अर्थयन्ति
सु॒म्नम्
ख्यतम्
दुर्हणा॒युव॑म्
त॒तप
श॒तया॑म्ना
छागः
भु॒ज्मा
एजा॑न्
गृ॑भा॒यत
पीय॒त्नवे
नव्य॑म्
हिन्व
विच॒रन्तः
श॒तिनी॑भिः
बिभृ॒थ
अच॑क्रिरन्
नृ॑तो
जवि॑ष्ठम्
व्यु॒न्दन्ति
स्व॒र्वित्
रो॑हन्तु
विज॒याय
च॑त्वारिं॒श्याम्
उ॑पान॒सः
प्र॑ति॒ष्कभे
का॒रुधा॑याः
अत॑व्यान्
पू॒तम्
र॑क्षि॒ता
साधा॑रणम्
सा॑दयात्
अवन्तु
त॑नू॒पा
बभूवतुः
व॑रिव॒स्य
अ॒धस्ता॑त्
वि॒श्वरू॑पाः
दद्म॑हे
उप॒पृक्
वना॑नि
का॒ण्वम्
पिन्वा॒नाः
यु॒वाकु
कृ॒ष्णाय
व॑चो॒युजा
वि॑तन्व॒ते
सर॑स्वन्तम्
गछताम्
परि॑ष्ठितम्
विन्द
दैव्यः
शिशी॑त
जम्भा॑सः
म॑न्दध्वे
ना॑शयामसि
म॒र्यादा
स्वस॑रे
व॒ननाः
वाणी॑म्
वृष॑रश्मयः
मही॒युवः
प्रमि॒नन्ति
अपि॑नद्धम्
सुह॒व्याम्
ऊ॑पिषे
पि॑स्पृशति
वृ॑त्रखा॒दः
य॒ज्ञवा॑हसम्
श॑मीनहुषी
क॒ल्पय॑न्तः
चि॑कि॒तुषे
धन॒साम्
व्र॑त॒पाः
आ॒वह॑न्तीम्
पत्म॑न्
अजीगर्
धन्वन्ति
मे॒धसा॑तये
प्र॒वा
बु॒ध्नम्
हो॑तर्
अर्थयेथे
सुम्न॒यन्
गभी॒रा
पृथि॒वीद्यावा
वा॒मंवा॑मम्
ज॑गन्थ
तु॑तुर्याम
दमे॑षु
की॒रिः
प्र॒पा
प्रश॑स्तिम्
च॒न्द्रान्
उदुम्ब॒लौ
सल॑क्ष्मा
इ॑न्विरे
प्रभ॒वः
बा॒हुम्
इ॑र॒स्या
ज॑हातु
न॒नमः
मु॒मोच॑त
स॒हस्र॑णीथाः
आये॒जे
मानु॑षस्य
सा॒ख्यस्य
वेनः
त्रासा॑थे
शुचिष्मः
आप्ना॑नम्
प्र॒सर्प॑णम्
भु॑वन्
अतक्ष्म
तितिरुः
धा॒रय॑म्
स्तवन्ते
मदि॒रेण
अर्चि॒मन्ता
अ॒र्केण
रसः
तिर॒श्चा
वर्षि॑ष्ठैः
प॒प्रौ
म॑दामः
वृ॑त्र॒तुर॑म्
चतु॑ष्पदीम्
रभः
यौः
रा॑रन्तु
अ॒ङ्काः
स॑पर्यम्
गन्ध॒र्वाणा॑म्
गोअग्राः
सो॑म॒पाः
वि॒वस्व॑त्याः
त्व॒चः
म॒न्दिने
अर्धदे॒वम्
ह॒विर्॑हविः
श॒ग्माम्
स्पृणवाम
गभी॑रे
ज॑गन्म
धृषि॒तः
कल॑यः
गु॑रस्व
गर्द॒भाना॑म्
ह॒व्येभिः
सू॒रिः
ध॒र्माणः
व॑य॒स्कृतः
अ॑र॒थाः
अस्ता॑रि
पिन्वति
दिव॑म्
नि॒युता॑म्
अ॒भिष्ट॑ये
अ॑भवत्
द॒त्वते
वृषाकपे
श॒तम॑न्युः
वनवसे
सखे
वा॒मी
सं॒नसा॑महे
पा॒ता
म॑यू॒र्यः
घ॒र्मम्
आरु॒जः
हि॒न्वन्तः
अव॑वृत्रन्त
ज॒रद॑ष्टिम्
सु॒वीर्या॑य
प॒ज्रे
सु॑जा॒तासः
अससृग्रम्
यान्
आरत्
संविदा॒नासः
धि॒यध्यै
विश्वा॑नि
सर्गे॑ण
विधन्त
रु॒पः
नः
अ॑र॒पः
जुनाति
य॑तेते
निवि॑द्धा
मा॒ता
यातु
ज॒रय॑न्तीः
स॒हस्रा॑त्
अ॑तिपार॒यः
मन्य॑मानस्य
ज॒म्भय+
नीललोहि॒तम्
स्वाद्म॑न्
सु॒तुके॑भिः
सुक्रतूयसे
चि॒तय॑न्तः
आरु॑णीषु
श्री॒णन्ति
दे॒वत॑मः
अश्व॒जिते
स्वधा॑वः
ऊ॒र्ध्वम्
अ॑पूरु॒षम्
सीद॑न्तु
क॑ण्व॒वत्
सि॑षाय
दी॑र्घया॒थे
शि॒ताम्
स्त॑भू॒यमा॑नः
वध्री॑न्
अगूहन्
प्रिय॑क्षत्राः
अ॒यासा॑म्
वृ॒त्राय
रश॒नाम्
क॒कुद्मा॑न्
दिप्स॑न्तः
तक्वा
विभि॒नत्ति
सु॒शोकः
जय॑न्तीनाम्
धृ॒ष्णवे
यज॑न्ते
पोष्य॑म्
आज॒गन्थ
मद॑थ
ज॒वे
पा॒राय
क्ष॒त्रिय॑म्
वा॒य्ये
कक्ष्य॒प्राम्
कूच॑क्रेण
श्रू॒याः
ऋ॒तोः
सनुयाम
रिषत्
वा॑ज॒दावा
अध्व॑ने
सु॒षाहा
ओ॒क्य॑म्
वी॒रस्य
प्र॑थम॒छत्
मृळ॒याकुः
चि॒काय
जू॒ती
हिर॒ण्ययी
शि॑म्ब॒लम्
बा॑धन्ते
निः॒शसा
आव॑त्
स॑चते
वना॑महै
तुरा॒षाट्
प्रि॒यत॑मस्य
च॑रन्ति
शु॒क्रव॑र्णाम्
स्वसा॑रम्
पवी॑रवान्
अह॑विः
रु॑द्र
घ॒र्माः
समि॒थेषु
तपु॑र्वधेभिः
उप॒मेभिः
राय॑तः
भूत
वी॒रव॑तीम्
दध॒न्वान्
प॑र॒शुः
नार्ष॒दाय
अछि॑न्नपत्राः
श॒तहि॑माय
अक्षि॑णाः
कृषस्व
उ॑क्षयन्त
इ॑ध्यते
मिमिक्ष
प्र॒थय॑न्
उ॒ब्जन्तु
अग्नी॑षोमा
अवीरयेथाम्
रणा
अना॑गाः
श्येता॑सः
गृध्रा
तृप्णु॒तम्
प्रीणी॒त
पाक॒त्रा
जवेते
विसृ॑ष्टिः
जिन्व॑थ+
अज+
भास॑दात्
आध्वम्
ददा॑शति
व॑ष्टि
जोहु॑वानान्
अपू॑रुषघ्नः
विश्व॑काय
स॒जूः
तदो॑कसः
पितृवि॒त्तस्य
वा॑वृधा॒नान्
व॑धिष्टन
ताता
प्रति॒भूष॑ति
भूर॑यः
अ॑वक्षि॒पन्
नृ॒मेधः
अनि॑ष्टृतः
स॒स्रुषीः
द॒त्तस्य
ऊ॒र्ध्वाः
ककु॒हम्
चि॒त्रसे॑नाः
अजति
व॑ङ्कु॒तरा
इ॑या॒नासः
वि॒हर॑न्ते
वार॑म्
सो॑म॒पेय॑म्
कृणोषि
च॑कृ॒षे
गमि॑ष्ठा
श्या॑वाश्व
दा॑धार
हृणीते
च॒तिन॑म्
जामि॒त्वम्
अर्पि॑तम्
अ॑च॒क्रेभिः
पारावत॒घ्नीम्
सेनाः
अ॒भिश॑स्तिम्
प्रच्यु॑तः
अ॑नमी॒वस्य
अधी॒थ
स॒निः
स्तुषे
असु॒र्या
मित्र॒क्रुवः
अ॑ध्व॒र्यन्ता
स॒भेयः
ना॑नार॒थम्
प्ररे॒के
अ॒मित्र॑म्
पृ॒ञ्चन्ति
अव॑रेषु
छ॑न्द॒स्या॑म्
सर्वा॑न्
वाहि॑ष्ठः
ज॑नासः
अ॑वीविपन्
य॒न्तारः
नि॒तोश॑ना
आ॒शुभिः
अरि॑ष्टिम्
अभ्रा॒तरः
सश्चत्
म॑नु॒ष्या॑सु
त्रि॒पात्
स्नीहि॑तीषु
राष्टि
घृत॒पृचा
तर्तरीथः
अज्ञा॑तकेताः
व॒र्तय॑त
भव॑न्तीः
नि॒धिषु
श॒रद्भिः
स्वरो॑चिः
सुत्रा॒त्रासः
नि॒ग्रभे
कृ॒णोत॑न
क्षाम्
स्थात्
श्वा॒त्रम्
माय॒वः
अध्व॒र्युम्
अरे॒पसौ
नृतू
क्र॑मस्व
भु॒रन्तु
प्र॒जाव॑ती
त॑स्थौ
पिप्र॑ति
यन्तु
आ॑जन्
क्षर॑न्तीम्
विप॒श्चिता॑म्
गृ॒णन्तः
सह॑सः
पत॒रम्
प्रि॒यासु
सुनी॒तिभिः
अ॒स्मान्॑स्मान्
कृ॒णवा॑म
जुष्टि॑म्
य॒ज्ञिया॑नि
वि॒श्वधे॑नाम्
पा॒पः
वि॒राजा॑नि
हिर॑ण्यवाशीः
सुप्र॒याः
पपृचा॒नस्य
स्तो॒त्रस्य
स्वैत॑वः
सु॒श्रियः
अङ्ग्धि
ब॒भ्रवे
पूर्व॒भाजः
चराणि
सु॑नी॒थे
ची॑कॢपाति
तुग्र॑म्
पिन्वसे
शश्व॑द्भिः
व्र॒न्दिनः
मनी॒षाः
अप॒स्यया
जुजोषत्
सुधि॑तम्
दाधृ॑विः
अ॑सुवत्
असू॒यन्
सहू॑ती
य॒ती
युयू॑षन्
य॒ज्ञिये
बभूतु
तक्षथुः
स॑दत्
शक्ति॑भिः
जुह्व॑तः
अ॒मृत॑म्
च॒क्रस्य
पि॒शङ्ग॑रूपम्
सु॑प्रणीते
हि॒तमि॑त्रः
शूर॑साता
अपि॑प्रत
सु॒हना॑नि
धन्व+
मा॑मृजुः
द॒धृक्
प्र॒यन्
ति॒सृभिः
शीति॑के
ऊ॒र्जय॑न्
गमेम
वित॑ताः
सु॒दासे
वी॒रजा॑तम्
बा॑हुश॒र्धी
मृ॑थाः
कृणुत+
शत्रि॑म्
ब्रह्म॒द्विषे
धर्म॑न्
अवि॑रणाय
देवय॒ज्यया
ना॑नाम
मधु॒दुघे
भिन्दन्ति
ईव॑तः
मा॑दयन्ति
शुम्भ
सुप्राव॒र्गम्
सुकिंशु॒कम्
सु॒दिना॑नि
रा॒जनि
ब्रह्मवाहः
म॒रुत्व॑ती
वरि॑ष्ठः
ब्रूषे
स्रोतः
पच॒त्य॑म्
पिप्र॑तीम्
दवी॑यः
भूरि॑म्
उप॑स्तुतौ
दन्द॑शानाः
शु॒न्ध्युः
समारा॒णे
गो॑पा॒यन्ति
स्त॑भू॒यन्
गा॒हात्
पी॒यूष॑म्
असु॑म्
परि॑षूतेः
सा॑सहा॒नः
मैत्रावरु॒णः
स्त॒वथैः
रैव॒त्या
ऋध॑क्
न॒दम्
द॒स्मम्
अ॑वृ॒कत॑मः
चि॒त्रशो॑चिषम्
श्र॑व॒स्युम्
सूर्यावसू
भ॒द्रम्॑भद्रम्
इ॑न्द्रि॒यम्
व॑व्रि॒वांस॑म्
स॒मास॑ते
अन॑तिद्भुता
नी॒चात्
सुजा॑ताः
ति॒ग्मभृ॑ष्टिः
स॒हस्रा॑णि
धेनु॒मती
घ॑नाघ॒नः
शविष्ठ
परि॑ज्मानः
अ॑मा॒जूः
शंग॒यः
दधति
त्रिक॑द्रुकेषु
हन्
औशि॒जस्य
सु॒वीर्ये॑भिः
जीवति
मुच्य॑से
वृष॑पत्नीः
प्र॒तीष्या
साधु॒या
पौरु॑षेयीम्
अ॒पस॑म्
वृका॑त्
योषत्
सु॒ब्रह्मा
प्रश॑स्तिः
शंस
गो॒हा
र॒घुम्
सु॒गः
शस्म॑न्
जनि॑भिः
अरदत्
वृष॑क्रतो
अमा॑य
अवा॑वशन्त
अव्या॑न्
यन्तम्
ओजः
अभिभूते
विवष्टि
पो॒त्रम्
रिषम्
अ॑दृश्रन्
भूर्ण॑यः
सद्म+
अमे॑हयन्
च॑रि॒ष्णुः
सुनी॑ती
युः
वि॒श्वक॑र्मा
अममन्दुः
यशः
गृ॒हेषु
व॒न्धुरे॑षु
अत्या॑य
प॒र्जन्ये॑न
इली॒बिश॑स्य
हस्त॑म्
अजै॑ष्म
विकृ॑तम्
अग्र॒जाम्
ससर्प॒रीः
भिक्षेत
वि॒राज॑म्
मुमुग्धि
स॒नोति
अ॑रिरेचीत्
विविप्रे
अ॑ख्यत्
गम॑न्ति
स्तवे
व॒त्साय
नूत्नाः
प्राञ्च॑म्
अ॑दत्त
अ॑वसा॒तार॑म्
स्ते॒नम्
प्र॑तिक्षि॒यन्त॑म्
आधी॑तम्
उशती
स्कन्धां॑सि
सू॒नुः
ववक्षिरे
दर्श॒तात्
मोदाः
सुच॒क्रम्
प॑रि॒याति
गमयामसि
पु॑रुनि॒ष्ठः
पूर्व॒सूना॑म्
सृ॒कम्
अरि॑णात्
एनां॑सि
प॒र्यप॑श्यत्
जुहुरा॒णम्
रीयते
तविषी॒यवः
युवामहे
या॑सीष्ट
स्वजामहे
वध्र्य॒श्वाय
दु॒छुना॑यै
सु॑वर॒त्रम्
शंसाः
क्षद्म
व॒व्रम्
म॒घव॑त्सु
अद्रि॑संहतम्
पौंस्ये॑भिः
अति॑ष्ठिपः
अ॑लातृ॒णः
वर्प॑सा
अगो॑रुधाय
अ॑दिति॒त्वे
अ॑ञ्जा॒नाः
प॒राय॑णम्
च॑यते
मुञ्चामि
इषि॒राम्
तिर॒श्चीनः
ऋण्वथः
अविन्दत्
पप्रि॑णा
धम॑न्ति
अप्र॒ति
बि॑भ्रति
अ॑पू॒पम्
वा॑वृधा॒नाः
विद्व॒ला
पुरु॒स्पृहा
अव॒तात्
दर्षि
श्रवस्य॒तः
च॑क्रा॒णासः
सो॒तृभिः
तृप्तिः
अनु॒ष्टुभ॑म्
दु॑राप॒ना
उत्स॒धिम्
वसि॑ष्व+
सना॒जुरा
चिकिते
कप॒र्दिन॑म्
यवि॑ष्ठः
घर्म्ये॒ष्ठा
अप॑श्याम
प्र॑कङ्क॒ताः
सनि॑तौ
यान्तु
अदी॑देत्
ग॒वेष॑णम्
अव॑र्तिम्
स्वश्वा॑सः
अ॑र्भ॒कासः
वेधसा
श्वे॒तासः
अ॑मंहत
आव॒वर्त॑त्
वज्रहस्त
वाशी॑म्
नवे॑न
रात्र्याः
उर॑णम्
पु॑रु॒वीर॑स्य
श॑पा॒रुज॑म्
संसृ॑ष्टम्
स॑ह॒स्रिय॑म्
मन्द॑मानः
अ॑हि॒हन॑म्
अमृ॑ध्राः
नह्यतन
गोम॒तीम्
ह॒विष्म॑तीः
उ॑श॒तीः
मिमय
स्ते॒नाः
अप॒जर्गु॑राणः
स॒हस्र॑धारा
इय॑क्षन्ति
स्र॒वथे
व॑र्हि
व॒वक्ष
माकिः
नि॑य॒न्ता
श्र॑व॒स्यात्
अ॒भिभू॑तिः
साम्ने
जनि॑भ्यः
गोम॑तीः
जूजुवत्
रु॒रोज
निर्युवा॒णः
सु॒रत्ना॑न्
प्र॒त्यक्
आदि॑त्यासः
हंसि
य॑जेथाम्
