अंशः
अजगन्
अजगन्त
अजगन्तन
अजग्मिरन्
अजघ्नुषी
अजतम्
अजति
अजतु
अजते
अजथ
अजध्वम्
अजनः
अजनत+
अजनत्
अजनन्
अजनन्त
अजनयः
अजनयत्
अजनयथाः
अजनयन्
अजनयन्त
अजनयम्
अजनि
अजनिष्ट
अजन्ति
अजभर्तन
अजमायुः
अजयः
अजयत्
अजर
अजरः
अजरम्
अजरयू
अजरा
अजराः
अजराणि
अजरासः
अजरे
अजरेभिः
अजरेभ्यः
अजरैः
अजरौ
अजवसः
अजस्य
अजस्र
अजस्रः
अजस्रम्
अजस्रया
अजस्रा
अजस्राः
अजस्रेण
अजस्रैः
अजहातन
अजहात्
अजहुः
अजा
अजाः
अजागर्
अजातशत्रुः
अजातशत्रुम्
अजातान्
अजाति
अजानन्
अजानाम्
अजामयः
अजामि
अजामिभिः
अजामिम्
अजामीन्
अजाम्
अजायत
अजायथाः
अजायन्त
अजाव
अजावयः
अजाश्व
अजाश्वः
अजाश्वम्
अजासः
अजिगात्
अजिघांसत्
अजिन्वतम्
अजिन्वत्
अजिरः
अजिरम्
अजिरशोचिषः
अजिरशोचिषम्
अजिरा
अजिरायते
अजिरासः
अजिहत
अजिहीत
अजीगर्
अजीजनः
अजीजनत्
अजीजनन्
अजीतये
अजीतिम्
अजुरम्
अजुर्य
अजुर्यः
अजुर्यमुः
अजुर्यम्
अजुर्यस्य
अजुर्या
अजुर्याः
अजुर्यासः
अजुषत
अजुषत्
अजुषध्वम्
अजुषन्त
अजुष्टम्
अजुष्टा
अजुष्टात्
अजुष्टानि
अजुष्टान्
अजुष्टिः
अजुष्टौ
अजुष्रन्
अजुहवुः
अजुह्वत
अजूर्यतः
अजूर्यन्
अजे
अजेत
अजैः
अजैषम्
अजैष्म
अजोषाः
अजोष्यः
अजोहवीत्
अजोहवुः
अज्ञाः
अज्ञातकेताः
अज्ञातयक्ष्मात्
अज्ञाताः
अज्ञातेषु
अज्ञायि
अज्म
अज्मन्
अज्मभिः
अज्मम्
अज्मस्य
अज्मेषु
अज्यते
अज्यमानः
अज्यमाना
अज्यसे
अज्येष्ठाः
अज्येष्ठासः
अज्राः
अज्रान्
अज्रे
अज्र्या
अञ्जः
अञ्जत
अञ्जतः
अञ्जते
अञ्जन्
अञ्जन्ति
अञ्जन्तु
अञ्जयः
अञ्जसा
अञ्जसि
अञ्जसी
अञ्जसीनाम्
अञ्जस्पाः
अञ्जस्पाम्
अञ्जानः
अञ्जानाः
अञ्जि
अञ्जिभिः
अञ्जिमन्तः
अञ्जिषु
अञ्जीन्
अञ्जे
अञ्ज्मः
अण्वम्
अण्वानि
अण्वीः
अण्वीभिः
अण्वेषु
अण्व्या
अतः
अतक्त
अतक्षत
अतक्षत्
अतक्षन्
अतक्षम्
अतक्षाम
अतक्षिषुः
अतक्ष्म
अतथाः
अतनत्
अतनोत्
अतन्
अतन्द्रः
अतन्द्राः
अतन्द्रासः
अतन्वत
अतपत्
अतप्ततनूः
अतप्यमाने
अतमानम्
अतमानाः
अतरः
अतरत्
अतरन्
अतरम्
अतर्पयः
अतर्पयत्
अतव्यान्
अतष्ट
अतसम्
अतसस्य
अतसा
अतसानि
अतसाय्यः
अतसाय्या
अतसि
अतसीनाम्
अतसे
अतसेषु
अतान्
अतापि
अतारिम
अतारिषुः
अतारिष्म
अतारीत्
अति
अतिक्रमे
अतितस्थौ
अतित्विषन्त
अतिथिः
अतिथिग्वम्
अतिथिग्वस्य
अतिथिग्वाय
अतिथिनीः
अतिथिम्
अतिथीन्
अतिथे
अतिदीव्य+
अतिध्वसन्
अतिनेनीयमानः
अतिपारयः
अतिपिप्रति
अतिप्रशर्धयत्
अतिमतिम्
अतिमन्ये
अतियाजस्य
अतियाथः
अतिरः
अतिरतम्
अतिरत्
अतिरन्त
अतिरात्रे
अतिरिक्तम्
अतिरोचते
अतिरोचमानम्
अतिरोहति
अतिविद्धा
अतिविधे
अतिव्रजद्भिः
अतिषितम्
अतिष्कदः
अतिष्कदे
अतिष्ठः
अतिष्ठत
अतिष्ठत्
अतिष्ठन्
अतिष्ठन्त
अतिष्ठन्तम्
अतिष्ठन्तीनाम्
अतिष्ठिपः
अतिष्ठिपत्
अतिसर्पति
अतिहाय
अतिहितम्
अतीतपे
अतीतृषाम
अतीर्णम्
अतुष्टवम्
अतूतुजिम्
अतूर्तः
अतूर्तदक्षा
अतूर्तपन्थाः
अतूर्तम्
अतूर्ते
अतृणत्
अतृदिलासः
अतृन्तम्
अतृन्दन्
अतृपासः
अतृप्णुवन्तम्
अतृषिताः
अतृष्णजः
अतृष्यन्तीः
अत्कः
अत्कम्
अत्कान्
अत्के
अत्कैः
अत्त+
अत्तः
अत्तन
अत्तवे
अत्ति
अत्तु
अत्नत
अत्यः
अत्यम्
अत्यविः
अत्यविम्
अत्यस्य
अत्या
अत्याः
अत्यान्
अत्याय
अत्यायम्
अत्यायातम्
अत्यायाहि
अत्यासः
अत्यूर्मिः
अत्येतवै
अत्येन
अत्येषि
अत्यैः
अत्र
अत्र+
अत्रम्
अत्रयः
अत्रये
अत्रसन्
अत्राणि
अत्रिः
अत्रिणः
अत्रिणम्
अत्रिभ्यः
अत्रिम्
अत्रिवत्
अत्रीणाम्
अत्रे
अत्रेः
अत्रैः
अत्विषन्त
अत्विषुः
अत्सार्
अत्सि
अथ
अथ+
अथर्यः
अथर्युम्
अथर्वणः
अथर्वणा
अथर्वणि
अथर्वभ्यः
अथर्ववत्
अथर्वा
अथर्वाणः
अथर्व्यम्
अदः
अदक्षिणासः
अदते
अदत्
अदत्त
अदत्तन
अदत्तम्
अदत्रया
अददन्त
अददाः
अददात
अददात्
अददाम्
अददुः
अददृहन्त
अदधाः
अदधात+
अदधात्
अदधाम्
अदधावत्
अदधुः
अदने
अदन्
अदन्ति
अदन्तु
अदब्धः
अदब्धधीतीन्
अदब्धम्
अदब्धव्रतप्रमतिः
अदब्धस्य
अदब्धा
अदब्धाः
अदब्धानि
अदब्धान्
अदब्धासः
अदब्धे
अदब्धेभिः
अदब्धैः
अदभा
अदभ्रम्
अदमायः
अदम्
अदयः
अदर्दर्
अदर्दिरुः
अदर्दृतम्
अदर्धर्
अदर्शि
अदहः
अदहत्
अदाः
अदात्
अदानम्
अदाभ्य
अदाभ्यः
अदाभ्यम्
अदाभ्यस्य
अदाभ्या
अदाभ्याः
अदाभ्यानि
अदाभ्यासः
अदाभ्येन
अदाम
अदामानः
अदाशत्
अदाशन्
अदाशुरिः
अदाशुषः
अदाशुषाम्
अदाशून्
अदाशूष्टरस्य
अदिक्षि
अदितयः
अदितये
अदितिः
अदितित्वे
अदितिम्
अदिते
अदितेः
अदित्सन्तम्
अदिद्युतत्
अदिष्ट
अदीदेः
अदीदेत्
अदीधयुः
अदीधरत्
अदीधेत्
अदीयम्
अदुः
अदुक्षत्
अदुग्धाः
अदुछुनः
अदुद्रोत्
अदुर्मखस्य
अदुर्मङ्गलीः
अदुवः
अदुष्कृतौ
अदुहत्
अदूदुषत्
अदृंहत्
अदृक्षत
अदृपिताय
अदृपितेभिः
अदृप्तः
अदृप्तक्रतुः
अदृप्तक्रतुम्
अदृप्तम्
अदृप्यता
अदृश्रन्
अदृश्रम्
अदृष्टहा
अदृष्टाः
अदृष्टान्
अदेदिष्ट
अदेवः
अदेवत्रात्
अदेवम्
अदेवयन्तम्
अदेवयुः
अदेवयुम्
अदेवयून्
अदेवयोः
अदेवस्य
अदेवाः
अदेवात्
अदेवानि
अदेवान्
अदेवीः
अदेवेन
अद्धा
अद्धातयः
अद्धि
अद्भिः
अद्भुत
अद्भुतः
अद्भुतक्रतुम्
अद्भुतक्रतू
अद्भुतम्
अद्भुतस्य
अद्भुता
अद्भुतान्
अद्भुतैनसः
अद्भुतैनसाम्
अद्भ्यः
अद्म
अद्मसत्
अद्मसदः
अद्मसदाम्
अद्मसद्याय
अद्मसद्वा
अद्मि
अद्य
अद्य+
अद्यः
अद्याद्य+
अद्युः
अद्युतः
अद्युम्
अद्यूत्ये
अद्यौत्
अद्रयः
अद्रवः
अद्रवत्
अद्रवन्
अद्रिः
अद्रिजाः
अद्रिजूतः
अद्रिणा
अद्रिदुग्धः
अद्रिदुग्धाः
अद्रिबर्हाः
अद्रिबुध्नः
अद्रिभिः
अद्रिभित्
अद्रिमातरम्
अद्रिम्
अद्रिवः
अद्रिषुतः
अद्रिषुतासः
अद्रिसंहतम्
अद्रिसानो
अद्री
अद्रुहः
अद्रुहम्
अद्रुहा
अद्रुहे
अद्रुह्वाणा
अद्रेः
अद्रोघ
अद्रोघः
अद्रोघम्
अद्रोघवाचम्
अद्रोघेण
अद्रौ
अद्वयन्तम्
अद्वयाः
अद्वयाविनः
अद्वयाविनम्
अद्वयावी
अद्वयुम्
अद्विषेण्यः
अद्विषेण्यम्
अद्वेषः
अद्वेषे
अध
अध+
अधः
अधत्त
अधत्तम्
अधत्थाः
अधन्विषुः
अधप्रिया
अधमः
अधमत्
अधमम्
अधमानि
अधमान्
अधयत्
अधरः
अधरम्
अधरा
अधराचः
अधराचीनम्
अधरात्
अधरात्तात्
अधरान्
अधराभ्यः
अधवन्त
अधस्तात्
अधस्पदम्
अधस्पदाः
अधस्पदात्
अधाक्
अधात्
अधाम्
अधायि
अधारयः
अधारयतम्
अधारयत्
अधारयन्
अधारयन्त
अधाविष्ट
अधि
अधिक्षितः
अधिक्षितम्
अधिक्षियन्ति
अधिगर्त्यस्य
अधिजज्ञे
अधित
अधितिष्ठथः
अधितिष्ठन्
अधिथाः
अधिनिर्णिजः
अधिनीयमानः
अधिपाः
अधिभोजना
अधिमन्थनम्
अधिरथम्
अधिरथा
अधिरथानि
अधिराजम्
अधिरुक्मा
अधिवक्ता
अधिवक्तारम्
अधिवस्त्रा
अधिवाकाय
अधिविकर्तनम्
अधिषवण्या
अधिष्कन्
अधिष्ठानम्
अधीताम्
अधीतौ
अधीथ
अधीमसि
अधीमहि
अधीयति
अधीरा
अधीवासम्
अधुः
अधुक्षत
अधुक्षत्
अधुक्षन्
अधूनुत
अधूनुतम्
अधूनुथाः
अधूनोत्
अधूर्षत
अधूषत
अधृष्टः
अधृष्टम्
अधृष्टाः
अधृष्टासः
अधेनुम्
अधेन्वा
अधोअक्षाः
अधोक्
अध्यक्षः
अध्यक्षम्
अध्यक्षेण
अध्यतिष्ठत्
अध्यधत्तम्
अध्यस्थाः
अध्यस्थात्
अध्यासते
अध्येति
अध्रजन्
अध्रिगवे
अध्रिगावः
अध्रिगुः
अध्रिगुम्
अध्रिगू
अध्रिगो
अध्रिजः
अध्रुक्
अध्वगौ
अध्वनः
अध्वनि
अध्वनीत्
अध्वने
अध्वन्
अध्वभिः
अध्वरः
अध्वरम्
अध्वरश्रियः
अध्वरश्रियम्
अध्वरस्य
अध्वरा
अध्वराणाम्
अध्वरान्
अध्वराय
अध्वरीयताम्
अध्वरीयसि
अध्वरे
अध्वरेषु
अध्वरेष्ठाः
अध्वर्यन्ता
अध्वर्यवः
अध्वर्युः
अध्वर्युभिः
अध्वर्युम्
अध्वर्यू
अध्वर्यो
अध्वर्योः
अध्वसु
अध्वस्मभिः
अध्वस्मानः
अध्वा
अध्वानम्
अध्वानयत्
अनः
अनक्
अनक्तन
अनक्ति
अनक्तु
अनक्षन्
अनक्षा
अनक्षासः
अनग्नाः
अनग्नित्राः
अनग्निदग्धाः
अनजन्
अनजा
अनज्यात्
अनड्वाहम्
अनड्वाहौ
अनतिद्भुता
अनत्
अनदतीः
अनन्तः
अनन्तम्
अनन्तशुष्माः
अनन्तान्
अनन्तासः
अनन्ते
अनन्तैः
अनपच्युतः
अनपच्युतम्
अनपच्युता
अनपत्यानि
अनपवृज्यान्
अनपव्ययन्तः
अनपस्पुरः
अनपस्पुरन्तीम्
अनपस्पुराम्
अनपावृत्
अनपिनद्धम्
अनप्तम्
अनप्नसः
अनभिद्रुहा
अनभिम्लातवर्णः
अनभिशस्ता
अनभीशुः
अनमत्
अनमम्
अनमयत्
अनमस्यन्
अनमस्युः
अनमीवः
अनमीवम्
अनमीवस्य
अनमीवाः
अनमीवाम्
अनमीवासः
अनम्नत
अनयः
अनयत+
अनयत्
अनयन्
अनयन्त
अनयम्
अनया
अनर्तिषुः
अनर्वणः
अनर्वणम्
अनर्वणाम्
अनर्वन्
अनर्वम्
अनर्वा
अनर्वाणः
अनर्वाणम्
अनर्विशे
अनर्शनिम्
अनर्शरातिम्
अनळुत्सु
अनवः
अनवद्य
अनवद्यः
अनवद्यम्
अनवद्यरूपाः
अनवद्यस्य
अनवद्या
अनवद्याः
अनवद्याभिः
अनवद्यासः
अनवद्यैः
अनवन्त
अनवपृग्णा
अनवब्रवः
अनवभ्रराधसः
अनवसः
अनवस्यन्तः
अनवह्वरम्
अनवायम्
अनवि
अनविष्ट
अनश्नन्
अनश्रवः
अनश्वः
अनश्वदाम्
अनश्वम्
अनश्वासः
अनष्टपशुः
अनष्टवेदसम्
अनष्टाम्
अनसः
अनसा
अनस्थः
अनस्था
अनस्वन्तः
अनस्वन्ता
अना
अनाकृतः
अनागसः
अनागसम्
अनागाः
अनागान्
अनागाम्
अनागास्त्वम्
अनागास्त्वे
अनागास्त्वेन
अनातुरम्
अनातुराः
अनाथम्
अनाधृष्टः
अनाधृष्टम्
अनाधृष्टानि
अनाधृष्टाभिः
अनाधृष्टासः
अनाधृष्यम्
अनाधृष्या
अनाधृष्याः
अनानत
अनानतः
अनानतम्
अनानतस्य
अनानताः
अनानुकृत्यम्
अनानुकृत्या
अनानुदः
अनानुदम्
अनानुदिष्टः
अनानुभूतीः
अनापिः
अनाप्तः
अनाप्यम्
अनाभयिन्
अनाभुवः
अनामयित्नुभ्याम्
अनामि
अनामृणः
अनायतः
अनायुधासः
अनारम्भणे
अनावन्
अनाविद्धया
अनावृत्
अनाशयः
अनाशवः
अनाशस्ताः
अनाशीर्दाम्
अनाशुना
अनाशोः
अनासः
अनास्थाने
अनाह
अनाहुतिम्
अनिःशस्ताः
अनितभा
अनिध्मः
अनिनस्य
अनिन्दिषुः
अनिन्द्यः
अनिन्द्या
अनिन्द्रम्
अनिन्द्राः
अनिन्द्रान्
अनिन्द्राम्
अनिपद्यमानम्
अनिबद्धः
अनिबाधे
अनिभृष्टः
अनिभृष्टतविषिः
अनिमानः
अनिमिषः
अनिमिषद्भिः
अनिमिषन्तः
अनिमिषम्
अनिमिषा
अनिमिषाः
अनिमिषेण
अनिमेषम्
अनिराः
अनिराम्
अनिरेण
अनिविशमानाः
अनिवृतः
अनिवेशनानाम्
अनिशितम्
अनिशितसर्गाः
अनिषङ्गाय
अनिषव्याः
अनिष्कृतम्
अनिष्टृतः
अनीकम्
अनीका
अनीके
अनीकेन
अनीकेषु
अनीकैः
अनीताम्
अनीनशत्
अनीयत
अनीळः
अनु
अनुकामकृत्
अनुकामम्
अनुकामा
अनुक्थाः
अनुक्षरन्ति
अनुगायसम्
अनुग्मन्
अनुग्रः
अनुग्रासः
अनुघुष्य+
अनुचक्रदे
अनुत्तमन्युः
अनुत्तमन्युम्
अनुत्तम्
अनुत्ता
अनुत्ताः
अनुदः
अनुदकाः
अनुददाति
अनुदितासः
अनुदृश्य
अनुदेथाम्
अनुदेयम्
अनुदेयी
अनुद्रे
अनुधूपितासः
अनुनोनुवतः
अनुपक्षितम्
अनुपथाः
अनुपस्पशानम्
अनुपूर्वम्
अनुब्रुवाणः
अनुभर्त्री
अनुभृतम्
अनुमते
अनुमत्याः
अनुमदन्ति
अनुमदाम
अनुमद्यमानः
अनुमर्मृजानः
अनुमाद्यः
अनुमाद्यस्य
अनुमाद्यासः
अनुमृश्य+
अनुयछमाना
अनुयछमानाः
अनुयतम्
अनुयाजः
अनुयाजाः
अनुयाजान्
अनुयाति
अनुल्बणम्
अनुल्बणेन
अनुवाति
अनुवित्तः
अनुवेद
अनुवेनन्तम्
अनुव्रतः
अनुव्रताम्
अनुव्रताय
अनुव्रते
अनुशसे
अनुशासता
अनुशासति
अनुशासनस्य
अनुशिष्टः
अनुषत्यम्
अनुषु
अनुष्टुतिः
अनुष्टुतिम्
अनुष्टुभम्
अनुष्टुभा
अनुष्ठाः
अनुष्ठितम्
अनुष्ठु
अनुष्ठुया
अनुष्यदे
अनुष्वधम्
अनुष्वापम्
अनुसेषिधत्
अनुस्पष्टः
अनुस्रयाम्णे
अनूक्यात्
अनूचः
अनूचानः
अनूची
अनूचीना
अनूती
अनूधाः
अनूनम्
अनूनवर्चाः
अनूनस्य
अनूना
अनूनाः
अनूनेन
अनूनोत्
अनूपाः
अनूपे
अनूरुत्
अनूर्ध्वभासः
अनूर्मिम्
अनूषत
अनूषत+
अनूषाताम्
अनूषि
अनूहिरे
अनृक्षरः
अनृक्षरा
अनृक्षराः
अनृचः
अनृजोः
अनृतदेवः
अनृतद्विषः
अनृतम्
अनृतस्य
अनृता
अनृताः
अनृतानि
अनृतुपाः
अनृतेन
अनृतेभिः
अनेद्य
अनेद्यः
अनेद्याः
अनेन
अनेनः
अनेनाः
अनेषत
अनेहः
अनेहसः
अनेहसम्
अनेहसा
अनेहाः
अनोनवुः
अन्तः
अन्तःपेयम्
अन्तकध्रुक्
अन्तकम्
अन्तमः
अन्तमम्
अन्तमस्य
अन्तमा
अन्तमाः
अन्तमानाम्
अन्तमेभिः
अन्तम्
अन्तरः
अन्तरम्
अन्तरस्य
अन्तरा
अन्तरान्
अन्तराभरः
अन्तराम्
अन्तरिक्षप्राः
अन्तरिक्षप्राम्
अन्तरिक्षप्रुद्भिः
अन्तरिक्षम्
अन्तरिक्षसत्
अन्तरिक्षस्य
अन्तरिक्षा
अन्तरिक्षाणि
अन्तरिक्षात्
अन्तरिक्षे
अन्तरिक्षेण
अन्तरिक्ष्या
अन्तरिक्ष्याः
अन्तरेण
अन्तरैः
अन्तर्
अन्तर्वतीः
अन्तर्वावत्
अन्तर्विद्वान्
अन्तस्पथाः
अन्ता
अन्ताः
अन्तात्
अन्तान्
अन्ति
अन्तिकम्
अन्तिके
अन्तिगृहात्
अन्तितः
अन्तिदेवम्
अन्तिवामा
अन्ते
अन्तेभ्यः
अन्तेषु
अन्तौ
अन्त्यूतिम्
अन्धः
अन्धम्
अन्धसः
अन्धसा
अन्धसी
अन्धस्य
अन्धा
अन्धांसि
अन्धाः
अन्धाम्
अन्धाय
अन्धे
अन्धेन
अन्नकामाय
अन्नम्
अन्नवान्
अन्ना
अन्नावृधम्
अन्नियते
अन्ने
अन्नेन
अन्नेषु
अन्नैः
अन्यः
अन्यकृतम्
अन्यकृतेन
अन्यकृतेभ्यः
अन्यके
अन्यकेषाम्
अन्यजातम्
अन्यतः
अन्यत्
अन्यत्र
अन्यत्र+
अन्यथा
अन्यद्न्यत्
अन्यम्
अन्यम्न्यम्
अन्यया
अन्यरूपः
अन्यरूपाः
अन्यव्रतः
अन्यव्रतम्
अन्यव्रतस्य
अन्यस्मिन्
अन्यस्य
अन्यस्याः
अन्यस्याम्
अन्यस्यै
अन्या
अन्याः
अन्यान्
अन्यान्या
अन्याभिः
अन्याम्
अन्याम्न्याम्
अन्यासाम्
अन्यासु
अन्ये
अन्येन
अन्येभिः
अन्येषाम्
अन्येषु
अन्यैः
अन्योदर्यः
अन्वर्तिता
अन्वविन्दत्
अन्ववैत्
अन्वालेभिरे
अन्वेतवे
अन्वेतवै
अन्वेषि
अप
अप+
अपः
अपकामम्
अपगूर्य+
अपगूऴम्
अपगूऴा
अपगोहम्
अपघ्नन्
अपघ्नन्तः
अपचत्
अपचन्त
अपचितिम्
अपच्यवम्
अपजङ्घनत्
अपजर्गुराणः
अपतस्थुषः
अपतिघ्नी
अपत्यत
अपत्यम्
अपत्यसाचम्
अपत्याय
अपत्ये
अपदी
अपदुष्पदा
अपदे
अपद्रन्
अपधा
अपपित्वम्
अपप्तत्
अपप्तन्
अपप्रोथन्तः
अपबाधमानः
अपभर्तवै
अपभर्ता
अपमस्य
अपम्लुक्तम्
अपरः
अपरम्
अपरस्याः
अपरा
अपराः
अपराजितम्
अपराजिता
अपरान्
अपराय
अपरासः
अपरिविष्टम्
अपरिह्वृतः
अपरिह्वृता
अपरिह्वृताः
अपरीतः
अपरीतम्
अपरीताः
अपरीतासः
अपरीभ्यः
अपरीवृतः
अपरीषु
अपरे
अपरेण
अपरेभिः
अपर्वन्
अपलाः
अपलाम्
अपलाशः
अपवक्ता
अपवथाः
अपवर्ता
अपवाति
अपवीरवान्
